None	Hvað nýji flokkur fékk kjörna fimm þingmenn árið 1971	Samtök frjálslyndra og vinstri manna	Hvað nýji flokkur fékk kjörna fimm þingmenn árið nítján hundruð sjötíu og eitt
None	Hvað sagði Arkímedes við rómverska hermanninn áður en hann var drepinn	Noli turbare circulos meos	Hvað sagði Arkímedes við rómverska hermanninn áður en hann var drepinn
None	Hvað skipi sökktu Þjóðverjar 7. maí 1915, sem varð til þess að Bandaríkin gerðust aðilar að stríðinu	Lusitania	Hvað skipi sökktu Þjóðverjar sjöunda maí nítján hundruð og fimmtán sem varð til þess að Bandaríkin gerðust aðilar að stríðinu
None	Hvað starfaði Herbert von Karajan	Hljómsveitarstjóri	Hvað starfaði Herbert von Karajan
None	Hvað stendur FSB fyrir	Federalnaya Sluzhba Bezopasnosti	Hvað stendur F S B fyrir
None	Hvað stendur núna þar sem áður var Undraland	Ásmundarsafn	Hvað stendur núna þar sem áður var Undraland
None	Hvað telja vísindamenn að heimurinn sé margra milljarða gamall	12	Hvað telja vísindamenn að heimurinn sé margra milljarða gamall
None	Hvað tilheyra mörg lönd Eyjaálfu	14	Hvað tilheyra mörg lönd Eyjaálfu
None	Hvað tilheyra mörg ríki Suður-Ameríku	15	Hvað tilheyra mörg ríki Suður Ameríku
None	Hvað tók stysta stríð sögunnar langan tíma	38 mínútur	Hvað tók stysta stríð sögunnar langan tíma
None	Hvað tveir flóar liggja inn af Rauðahafi	Súezflói og Akabaflói	Hvað tveir flóar liggja inn af Rauðahafi
None	Hvað var brotið aftur af 200.000 hermönnum og 5.000 skriðdrekum frá Varsjár-bandalaginu	Vorið í Prag	Hvað var brotið aftur af tvö hundruð þúsund hermönnum og fimm þúsund skriðdrekum frá Varsjár bandalaginu
None	Hvað var Charles Schultz, höfundur "Smáfólksins", gamall þegar hann lést	77	Hvað var Charles Schultz höfundur Smáfólksins gamall þegar hann lést
None	Hvað var Ívan IV hinn hryllilegi gamall þegar hann var krýndur keisari	16 ára	Hvað var Ívan fjórði hinn hryllilegi gamall þegar hann var krýndur keisari
None	Hvað var kjarnorkusprengjan sem féll á Hiroshima kölluð	Little Boy	Hvað var kjarnorkusprengjan sem féll á Hiroshima kölluð
None	Hvað var Pax Romana	Rómverski friðartíminn	Hvað var Pax Romana
None	Hvað var rafmagn fyrst kallað á íslensku	raf-krapt	Hvað var rafmagn fyrst kallað á íslensku
None	Hvað var Res Publica	Lýðveldi Rómverja	Hvað var Res Publica
None	Hvað var Reykjanesbrautin gjarnan kölluð á árunum 1960-1970	Kanavegurinn	Hvað var Reykjanesbrautin gjarnan kölluð á árunum nítján hundruð og sextíu til nítján hundruð og sjötíu
None	Hvað var seinna nafn Michelangelos	Buonarroti	Hvað var seinna nafn Michelangelos
None	Hvað var selt í fyrsta sinn í New York á tímabilinu 1857-1880 af Joseph Coyetty	Klósettpappír	Hvað var selt í fyrsta sinn í New York á tímabilinu átján hundruð fimmtíu og sjö til átján hundruð og áttatíu af Joseph Coyetty
None	Hvað var "Treblinka"	Útrýmingarbúðir nasista í póllandi	Hvað var Treblinka 
None	Hvað var vélmennið kallað sem var notað við leit bæði að Titanic og Bismarck	Argo	Hvað var vélmennið kallað sem var notað við leit bæði að Titanic og Bismarck
None	Hvað var Þrándheimur kallaður í Íslendingasögunum	Niðarósar	Hvað var Þrándheimur kallaður í Íslendingasögunum
None	Hvað vegur frelsisstyttan mörg tonn	255	Hvað vegur frelsisstyttan mörg tonn
None	Hvað veldur hvirfilstraumum í kjölfari flugvéla	Þrýstingsmunur	Hvað veldur hvirfilstraumum í kjölfari flugvéla
None	Hvað vildi Ebenezer Henderson selja Íslendingum er hann fór um endilangt Ísland árin 1814-15	Biblíur	Hvað vildi Ebenezer Henderson selja Íslendingum er hann fór um endilangt Ísland árin átján hundruð og fjórtán til fimmtán
None	Hvað voru margir í áhöfn Gemini geimfars	Tveir	Hvað voru margir í áhöfn Gemini geimfars
None	Hvað þarf blaklið að vera mörgum stigum yfir andstæðingnum sínum til að geta sigrað í hrinu	Tveimur	Hvað þarf blaklið að vera mörgum stigum yfir andstæðingnum sínum til að geta sigrað í hrinu
None	Hvað þýðir DD á floppy diskum	Double Density	Hvað þýðir D D á floppy diskum
None	Hvað þýðir orðið "karate"	Tóm hendi	Hvað þýðir orðið karate 
None	Hvað þýðir skammstöfunin SÁÁ	Samtök áhugafólks um áfengis- og vímuefnavandann	Hvað þýðir skammstöfunin S Á Á
None	Hvað þýðir slagorð ólympíuleikanna "Citius, Altius, Fortius"	Hraðar, hærra, sterkar	Hvað þýðir slagorð ólympíuleikanna Citius Altius Fortius 
None	Hvar á Íslandi er Simsongarður	Ísafirði	Hvar á Íslandi er Simsongarður
None	Hvar á landinu er félagsheimilið Skúlagarður	Kelduhverfi	Hvar á landinu er félagsheimilið Skúlagarður
None	Hvar á landinu er sængurkonusteinn	Vestmannaeyjum	Hvar á landinu er sængurkonusteinn
None	Hvar á landinu var Gránufélagið stofnað	Akureyri	Hvar á landinu var Gránufélagið stofnað
None	Hvar börðust Vilhjálmur fyrsti af Normandí og Haraldur annar um yfirráð yfir Englandi 1066	Hastings	Hvar börðust Vilhjálmur fyrsti af Normandí og Haraldur annar um yfirráð yfir Englandi eitt þúsund sextíu og sex
None	Hvar býr þjóðin Khmerar	Kambódíu	Hvar býr þjóðin Khmerar
None	Hvar dó Ferdinand Magellan á siglingu sinni umhverfis jörðina	Filippseyjum	Hvar dó Ferdinand Magellan á siglingu sinni umhverfis jörðina
None	Hvar endaði Napóleón ævi sína	St. Helena	Hvar endaði Napóleón ævi sína
None	Hvar er Abidjan höfuðborg	Fílabeinsströndinni	Hvar er Abidjan höfuðborg
None	Hvar er Accra höfuðborg	Ghana	Hvar er Accra höfuðborg
None	Hvar er Antananarivo höfuðborg	Madagaskar	Hvar er Antananarivo höfuðborg
None	Hvar er Ashgabat höfuðborg	Turkmenistan	Hvar er Ashgabat höfuðborg
None	Hvar er Asmara höfuðborg	Erítreu	Hvar er Asmara höfuðborg
None	Hvar er Ásmundur Sveinsson fæddur	Kolsstöðum í Dölum	Hvar er Ásmundur Sveinsson fæddur
None	Hvar er Astana höfuðborg	Kazakhstan	Hvar er Astana höfuðborg
None	Hvar er Bamko höfuðborg	Malí	Hvar er Bamko höfuðborg
None	Hvar er Bandar Seri Begawan höfuðborg	Brúnei	Hvar er Bandar Seri Begawan höfuðborg
None	Hvar er Bangui höfuðborg	Mið-Afríku lýðveldinu	Hvar er Bangui höfuðborg
None	Hvar er Banjul höfuðborg	Gambíu	Hvar er Banjul höfuðborg
None	Hvar er Basseterre höfuðborg	St. Kitts og Nevis	Hvar er Basseterre höfuðborg
None	Hvar er Beinahóll	Kili	Hvar er Beinahóll
None	Hvar er Belmopan höfuðborg	Belize	Hvar er Belmopan höfuðborg
None	Hvar er Bishtek höfuðborg	Kirgistan	Hvar er Bishtek höfuðborg
None	Hvar er Biskupabrekka	Kaldadal	Hvar er Biskupabrekka
None	Hvar er Castries höfuðborg	Sankti Lúsíu	Hvar er Castries höfuðborg
None	Hvar er Dili höfuðborg	Austur-Tímor	Hvar er Dili höfuðborg
None	Hvar er Erebus fjall	Antartíku	Hvar er Erebus fjall
None	Hvar er Funafuti höfuðborg	Tuvalu	Hvar er Funafuti höfuðborg
None	Hvar er fyrirtækið Tangi staðsett (2004)	Vopnafirði	Hvar er fyrirtækið Tangi staðsett tvö þúsund og fjögur 
None	Hvar er Gálgahraun	Álftanesi	Hvar er Gálgahraun
None	Hvar er Hadríansmúrinn	norður Englandi	Hvar er Hadríansmúrinn
None	Hvar er Hauganes það er Hauganesfundur er kenndur við	Blönduhlíð	Hvar er Hauganes það er Hauganesfundur er kenndur við
None	Hvar er Heppuskóli	Hornafirði	Hvar er Heppuskóli
None	Hvar er höfuðborgin Hagatna	Guam	Hvar er höfuðborgin Hagatna
None	Hvar er Khaleda Zia forseti	Bangladesh	Hvar er Khaleda Zia forseti
None	Hvar er Kigali höfuðborg	Rúanda	Hvar er Kigali höfuðborg
None	Hvar er Kingstown höfuðborg	St. Vincent og Grenadine	Hvar er Kingstown höfuðborg
None	Hvar er Kinshasa höfuðborg	Austur-Kongó	Hvar er Kinshasa höfuðborg
None	Hvar er Kishinú (Chisinau) höfuðborg	Moldavíu	Hvar er Kishinú Chisinau höfuðborg
None	Hvar er landfræðileg miðja Kanada	Thunder Bay	Hvar er landfræðileg miðja Kanada
None	Hvar er Lilongwe höfuðborg	Malaví	Hvar er Lilongwe höfuðborg
None	Hvar er Limafjörður	Jótlandi	Hvar er Limafjörður
None	Hvar er Lome höfuðborg	Tógó	Hvar er Lome höfuðborg
None	Hvar er Luanda höfuðborg	Angóla	Hvar er Luanda höfuðborg
None	Hvar er Malabo höfuðborg	Miðbaugs Guíneu	Hvar er Malabo höfuðborg
None	Hvar er Manicouagan-loftsteinagígurinn	Quebec, Kanada	Hvar er Manicouagan loftsteinagígurinn
None	Hvar er Maputo höfuðborg	Mósambík	Hvar er Maputo höfuðborg
None	Hvar er Maseru höfuðborg	Lesóthó	Hvar er Maseru höfuðborg
None	Hvar er Mbabana höfuðborg	Swazílandi	Hvar er Mbabana höfuðborg
None	Hvar er Montevideo höfuðborg	Uruguay	Hvar er Montevideo höfuðborg
None	Hvar er Moroni höfuðborg	Kómoreyjum	Hvar er Moroni höfuðborg
None	Hvar er N'Djamena höfuðborg	Tsjad	Hvar er NDjamena höfuðborg
None	Hvar er Niamey höfuðborg	Níger	Hvar er Niamey höfuðborg
None	Hvar er Nouakchott höfuðborg	Máritaníu	Hvar er Nouakchott höfuðborg
None	Hvar er Nuku'alofa höfuðborg	Tonga	Hvar er Nukualofa höfuðborg
None	Hvar er Ouagadougou höfuðborg	Búrkína Fasó	Hvar er Ouagadougou höfuðborg
None	Hvar er Paramaribo höfuðborg	Súrinam	Hvar er Paramaribo höfuðborg
None	Hvar er Port Louis höfuðborg	Márítíus	Hvar er Port Louis höfuðborg
None	Hvar er Port Moresby höfuðborg	Papúa Nýju-Guíneu	Hvar er Port Moresby höfuðborg
None	Hvar er Port-Vila höfuðborg	Vanúatú	Hvar er Port Vila höfuðborg
None	Hvar er Praia höfuðborg	Grænhöfðaeyjum	Hvar er Praia höfuðborg
None	Hvar er Rangoon höfuðborg	Myanmar	Hvar er Rangoon höfuðborg
None	Hvar er Roseau höfuðborg	Dóminíku	Hvar er Roseau höfuðborg
None	Hvar er Saarland-héraðið	Þýskalandi	Hvar er Saarland héraðið
None	Hvar er Sao Tome höfuðborg	Sao Tome og Principe	Hvar er Sao Tome höfuðborg
None	Hvar er Tashkent höfuðborg	Úzbekistan	Hvar er Tashkent höfuðborg
None	Hvar er Tegucigalpa höfuðborg	Hondúras	Hvar er Tegucigalpa höfuðborg
None	Hvar er Thorvaldsensbazar staðsettur	Austurstræti 4	Hvar er Thorvaldsensbazar staðsettur
None	Hvar eru aðalverksmiðjur DaimlerChrysler sem framleiðir Mercedes-Benz staðsettar	Sindelfingen, Þýskalandi	Hvar eru aðalverksmiðjur DaimlerChrysler sem framleiðir Mercedes Benz staðsettar
None	Hvar eru aflraunasteinarnir Amlóði, Hálfdrættingur, Hálfsterkur og Fullsterkur	Dritvík	Hvar eru aflraunasteinarnir Amlóði Hálfdrættingur Hálfsterkur og Fullsterkur
None	Hvar eru Atlasfjöll	Norður-Afríku	Hvar eru Atlasfjöll
None	Hvar eru höfuðstöðvar Skeljungs staðsettar	Hólmaslóð 8	Hvar eru höfuðstöðvar Skeljungs staðsettar
None	Hvar eru ráðstefnusalir ríkisins til húsa	Rúgbrauðsgerðinni	Hvar eru ráðstefnusalir ríkisins til húsa
None	Hvar er Vaduz höfuðborg	Liechtenstein	Hvar er Vaduz höfuðborg
None	Hvar er Yaounde höfuðborg	Kamerún	Hvar er Yaounde höfuðborg
None	Hvar eyddi Einar Benediktsson síðustu árum ævi sinnar	Herdísarvík	Hvar eyddi Einar Benediktsson síðustu árum ævi sinnar
None	Hvar fæddist Jóhannes úr Kötlum	Goddastöðum í Dölum	Hvar fæddist Jóhannes úr Kötlum
None	Hvar fæddist Þórbergur Þórðarson	Hala í Suðursveit	Hvar fæddist Þórbergur Þórðarson
None	Hvar hefur íþróttarfélagið Hamar aðsetur	Hveragerði	Hvar hefur íþróttarfélagið Hamar aðsetur
None	Hvar hittust Roosevelt, Churchill og Stalín í febrúar 1945	Yalta	Hvar hittust Roosevelt Churchill og Stalín í febrúar nítján hundruð fjörutíu og fimm
None	Hvar í Bandaríkjunum er John Hopkins University	Baltimore	Hvar í Bandaríkjunum er John Hopkins University
None	Hvar í Bandaríkjunum var leikarinn Clarck Gable fæddur	Ohio	Hvar í Bandaríkjunum var leikarinn Clarck Gable fæddur
None	Hvar í heiminum er svarti-galdur (Woodoo) útbreiddastur	Haítí	Hvar í heiminum er svarti galdur Woodoo útbreiddastur
None	Hvar í Húnavatnssýslu var klaustur	Á Þingeyrum	Hvar í Húnavatnssýslu var klaustur
None	Hvar lést franski heimspekingurinn René Descartes	Svíþjóð	Hvar lést franski heimspekingurinn René Descartes
None	Hvar ríkti Lorenzo hinn magnaði (The Magnificent) á 15. öld	Flórens	Hvar ríkti Lorenzo hinn magnaði The Magnificent á fimmtándu öld
None	Hvar stóð upphaflega húsið sem nú gengur undir nafninu Ráðherrabústaðurinn	Önundarfirði	Hvar stóð upphaflega húsið sem nú gengur undir nafninu Ráðherrabústaðurinn
None	Hvar var Arnarhreiður Hitlers staðsett	Obersalzberg	Hvar var Arnarhreiður Hitlers staðsett
None	Hvar var forsætisráðherra þegar landhelgi Íslands var færð út í 50 mílur	Ólafur Jóhannesson	Hvar var forsætisráðherra þegar landhelgi Íslands var færð út í fimmtíu mílur
None	Hvar var franska fanganýlendan Djöflaeyjan (Devil´s Island)	Frönsku-Guiana	Hvar var franska fanganýlendan Djöflaeyjan Devils Island 
None	Hvar var fyrsta aðsetur landlæknis á Íslandi	Nesstofu	Hvar var fyrsta aðsetur landlæknis á Íslandi
None	Hvar var fyrsta Benediktínaklaustur á Íslandi (Á ___ )	Þingeyrum	Hvar var fyrsta Benediktínaklaustur á Íslandi Á 
None	Hvar var fyrsti formaður Alþýðubandalagsins	Hannibal Valdimarsson	Hvar var fyrsti formaður Alþýðubandalagsins
None	Hvar var fyrsti græningjaflokkur heims stofnaður	Hobart, Ástralíu	Hvar var fyrsti græningjaflokkur heims stofnaður
None	Hvar var Hammurabi konungur	Babýlon	Hvar var Hammurabi konungur
None	Hvar var Justiníanus keisari	Austrómverska ríkinu	Hvar var Justiníanus keisari
None	Hvar var kosinn fyrsti kannslari Vestur-Þýskalands árið 1949	Konrad Adenauer	Hvar var kosinn fyrsti kannslari Vestur Þýskalands árið nítján hundruð fjörutíu og níu
None	Hvar var lofsöngurinn "Ó, guð vors lands" sunginn í fyrsta sinn (Í _____ _ _______)	dómkirkjunni í Reykjavík	Hvar var lofsöngurinn Ó guð vors lands sunginn í fyrsta sinn Í 
None	Hvar var Matthías Jochumsson prestur fyrst eftir að hann lét af ritstjórnarstörfum	Odda á Rangárvöllum	Hvar var Matthías Jochumsson prestur fyrst eftir að hann lét af ritstjórnarstörfum
None	Hvar var Transvaal lýðveldið sem stofnað var árið 1880	Suður-Afríku	Hvar var Transvaal lýðveldið sem stofnað var árið átján hundruð og áttatíu
None	Hvar var uppgjöf Þjóðverja 8. maí 1945 staðfest	Reims	Hvar var uppgjöf Þjóðverja áttunda maí nítján hundruð fjörutíu og fimm staðfest
None	Hvar var Vilhjálmur I keisari Þýskalands krýndur	Versölum	Hvar var Vilhjálmur I keisari Þýskalands krýndur
None	Hvar voru Hellenar	Grikklandi	Hvar voru Hellenar
None	Hvar voru Hittítar	Litlu-Asíu	Hvar voru Hittítar
None	Hvar voru vopnahlésskilmálar milli Þjóðverja og Frakka undirritaðir 11. nóvember 1918 og 22. júní 1940	Compiegne	Hvar voru vopnahlésskilmálar milli Þjóðverja og Frakka undirritaðir ellefta nóvember nítján hundruð og átján og tuttugasta og annan júní nítján hundruð og fjörutíu
None	Hve marga menn drepa slöngur að meðaltali árlega	50000	Hve marga menn drepa slöngur að meðaltali árlega
None	Hvenær er Mel Brooks fæddur	1926	Hvenær er Mel Brooks fæddur
None	Hvenær fæddist Jóhannes Kjarval	1885	Hvenær fæddist Jóhannes Kjarval
None	Hvenær fæddist Jónas Hallgrímsson	16. nóvember 1807	Hvenær fæddist Jónas Hallgrímsson
None	Hvenær fæddist Kristján áttundi Danakonungur	1786	Hvenær fæddist Kristján áttundi Danakonungur
None	Hvenær fór Vasco da Gama í fyrstu ferð sína til Indlands	1497	Hvenær fór Vasco da Gama í fyrstu ferð sína til Indlands
None	Hvenær fór Vínarfundurinn fram	1815	Hvenær fór Vínarfundurinn fram
None	Hvenær gerði Constantínus mikli kristni að löglegri og leyfilegri trú í Rómarveldi	313 eftir Krist	Hvenær gerði Constantínus mikli kristni að löglegri og leyfilegri trú í Rómarveldi
None	Hvenær kom Churchill til Íslands	16. ágúst 1941	Hvenær kom Churchill til Íslands
None	Hvenær lést Leonadro da Vinci	1519	Hvenær lést Leonadro da Vinci
None	Hvenær var bókin "Les Liaisons dangereuses" gefin út	1782	Hvenær var bókin Les Liaisons dangereuses gefin út
None	Hvenær var Commódus kyrktur í svefni	31. desember 192	Hvenær var Commódus kyrktur í svefni
None	Hvenær varð Fidel Castro forsætisráðherra á Kúbu	1959	Hvenær varð Fidel Castro forsætisráðherra á Kúbu
None	Hvenær varð haförninn útdauður á Bretlandseyjum	1916	Hvenær varð haförninn útdauður á Bretlandseyjum
None	Hvenær varð Louis XIII konungur Frakklands	1610	Hvenær varð Louis þrettándi konungur Frakklands
None	Hvenær var Fótboltasambandið (FA) stofnað í Bretlandi	1863	Hvenær var Fótboltasambandið F A stofnað í Bretlandi
None	Hvenær var fyrsta kvikmyndavélin gerð	1882	Hvenær var fyrsta kvikmyndavélin gerð
None	Hvenær var fyrsta kvikmyndin sýnd	1895	Hvenær var fyrsta kvikmyndin sýnd
None	Hvenær var fyrsta þjóðhátíð Vestmannaeyja haldin	1874	Hvenær var fyrsta þjóðhátíð Vestmannaeyja haldin
None	Hvenær var fyrsti bíll íslands (Thomsensbíllinn) seldur aftur út	1905	Hvenær var fyrsti bíll íslands Thomsensbíllinn seldur aftur út
None	Hvenær var konungdæmi lagt niður í Rómaborg	509 fyrir Krist	Hvenær var konungdæmi lagt niður í Rómaborg
None	Hvenær var Rómarborg stofnuð	753 fyrir Krist	Hvenær var Rómarborg stofnuð
None	Hvenær var síðasti torfbærinn í Reykjavík rifinn	1960	Hvenær var síðasti torfbærinn í Reykjavík rifinn
None	Hvenær var Vífilstaðaspítali fyrst tekinn í notkun	1910	Hvenær var Vífilstaðaspítali fyrst tekinn í notkun
None	Hvenær voru fyrstu Vetrarólympíuleikar fatlaðra haldnir	1976	Hvenær voru fyrstu Vetrarólympíuleikar fatlaðra haldnir
None	Hver á að hafa sagt er hann var drepinn "så skyd så bare"	Guðmundur Kamban	Hver á að hafa sagt er hann var drepinn så skyd så bare 
None	Hver afsannaði kenningu Aristótelesar um hreyfingu hluta	Galileo Galilei	Hver afsannaði kenningu Aristótelesar um hreyfingu hluta
None	Hver ásamt Stan Lee bjó til upprunarlegu Spider-Man teiknimyndasögunar	Steve Ditko	Hver ásamt Stan Lee bjó til upprunarlegu Spider Man teiknimyndasögunar
